Provinsi,KotaKab,TipeFaskes,NamaFaskes,AlamatFaskes,Latitude,Longitude
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Fikri Medika 2,Perum Griya Pesona Asri A23/3A,-6.320425,107.381
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Kinasih,Kp Mangga Besar 1,-6.37598,107.363
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Ash-Shofaa,Tugu Proklamasi No. 27,-6.158964,107.2965
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Eka Husada,Jalan Raya Kalangsari No 251,-6.268832,107.27772
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Antares Medika,Jl. Kalioyod No.11,-6.406335,107.475713
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Novia,Jl. Raya Kosambi-Klari,-6.367787,107.369776
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Nursepta,Jl. Raya Purwasari-Cikampek,-6.389027,107.414766
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Putra Kiara,Jl. Raya Syech Quro No. 24,-6.270162,107.5
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Mutiara Syafira,Jl Pawarengan,-6.393533,107.45356
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Puri Medika,"Jl. Raya Rengasdengklok, Krw",-6.16191,107.29841
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Aulia,Jln. Raya Purwasari Km.6,-6.388605,107.41
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Tempuran Medika,Jl. Raya Tempuran,-6.181854,107.43932
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Jatisari,Jl. Raya Jatisari No.06,-6.400182,107.493167
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Ben-Mari,Dusun Jarong No.113,-6.268868,107.498293
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Sejati Medika,Jl.Tuparev No 453 ,-6.311911,107.31725
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Syafira,Jl.Raya Pangulah No 31,-6.409092,107.481525
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Syafira 2,Jl.Statsiun No. 30,-6.405122,107.458773
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Nayaka Husada,Jl.Tuparev No.334 B-C Cinangoh,-6.30855,107.3
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Puri Asih Kosambi,Jl. Raya Kosambi - Telagasari ,-6.370058,107.37579
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Puri Asih Tl.Jambe,Jl.Raya Telukjambe Krw,-6.337839,107.31
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Satria Mekar,Jl.Kp.Kereteg,-6.415984,107.218518
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Bina Medika,Jl.Raya Telukjambe No.08,-6.335562,107.312257
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Central Medika Bdm,Jl.Raya Badami ,-6.340796,107.273842
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Griya Medika,Griya Kondang Asri B.B1/9 Krw,-6.338107,107.342466
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Purwa Medika,Jl.Raya Tamelang No.12,-6.37739,107.39
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Graha Medis Cilamaya,Jl.Raya Cilamaya,-6.252328,107.579793
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Mitra Gempol,Jl.Proklamasi No.15,-6.256427,107.279594
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Graha Medis Kopel,Jl. Raya Klari-Kopel Kp.Krajan,-6.366671,107.366767
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Graha Medis Kosambi,Jl.Raya Kosambi No 23,-6.369987,107.374573
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Graha Medis Cikampek,Jl.Ahmad Yani No.51,-6.398364,107.441
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Gempol,Jl.Rangga Gede No. 29 Gempol,-6.297137,107.29
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Kekar,Jl.Prof.Dr.Ir.Sutami No.88,-6.318901,107.314839
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Central Medika Wrb,Jl.Surotokunto No. 98,-6.328995,107.328745
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Mitra Kondang Utama,Perum Kondang Gemilang ,-6.335175,107.343276
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Amanda,Dusun Krajan 1,-6.287798,107.453498
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Dokter Keluarga,Jl.Wibisana Blok Pa No.6,-6.335301,107.3
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Bhakti Medika,Jl.Ahmad Yani No. 715,-6.396984,107.436568
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Lamaran,Jl.Syech Quro No.4 Karawang,-6.301894,107.325843
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Medyska,Jl.Raya Curug Klari Krw,-6.370167,107.374587
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Yasmin,Jl.Raya  Ir.H.Juanda No.6,-6.42102,107.4745
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Mitra Sehat,Jl.Raya Kosambi Curug No.28,-6.37011,107.37467
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Annisa Kutagandok,Jl.Raya Kutagandok Krajan Krw,-6.156436,107.3
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Ar-Rahman Medika,Jl Raya Peruri No.7,-6.332102,107.311
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Nur'Annisa,Jl. Manunggal Vii No.38,-6.29197,107.331
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Sari Lestari,"Perum Galuhmas, Ruko Terraz  ",-6.330887,107.3
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Mikaila,"Jl. Ciranggon, Rawamerta Krw",-6.279619,107.368
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Zahira,Jalan Raya Klari No.20,-6.360175,107.353
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Sri Sukma,Dusun Ciminder,-6.317975,107.383
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Kusuma Medika,Jl. Raya Telukjambe Krw,-6.330631,107.3121
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Puri Asih Cikampek,JL.Stasiun Barat Cikampek,-6.405625,107.45843
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Telaga Sari,"Jl. Syeh Quro, Telagasari",-6.288969,107.384888
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Yakesti,Jl.Raya Klari,-6.353686,107.34591
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Arminta,Jl. Syekh Quro No.07,-6.312144,107.318652
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Paten,Jl. Tuparev No.101,-6.309009,107.3
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Fikri Medika,Jl. Raya Kosambi,-6.337964,107.381385
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Wadas Medika,Jl. Raya Buah Asem Wadas Krw,-6.258773,107.366319
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Safira Medika,Dusun Krajan 2,-6.256563,107.3643
Jawa Barat,Kab. Karawang,Klinik Pratama,Klinik Putra Gemilang,Jl. Ir.H.Djuanda No.15 A,-6.410363,107.463834
Jawa Barat,Kab. Karawang,Apotek,Apotek Setra Farma Karawang,Jl.Galuhmas Raya ArcadiaXII B7,-6.320886,107.295137
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Annisa,Jl. Cikarang Baru No.31 ,-6.293983,107.149897
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Bhakti Husada (Jst),Jl. RE. Martadinata (By Pass),-6.262735,107.14
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Hosana Medica Lippo (Jst),"Jl. Utama Biie No.1, Lippo Cik",-6.278602,107.284373
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Karya Medika 1,"Jl. Imam Bonjol No. 9B, Cikara",-6.2672,107.12465
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Asri Medika,Jl. Citanduyraya Blok.L-11 No.,-6.277548,107.182399
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Amanda,Jl.Raya Cibarusah No.83,-6.358152,107.118852
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Cikarang Medika,Jl. KH.Fudoli Raya No.78,-6.247358,107.154915
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Harapan Mulia (Jst),Jl. Raya Cibarusah No.5,-6.241177,106.993166
Jawa Barat,Kab. Bekasi,Rumah Sakit,RS Medirossa 2,Jl.Raya Cibarusah No. 5,-6.299256,107.144992
Jawa Barat,Kab. Bekasi,Puskesmas,Sukaraya,Jl Rya Pilar Sukatani No 2,-6.238625,107.159952
Jawa Barat,Kab. Bekasi,Puskesmas,Wanajaya,Perum Kirana Cibitung Blok F,-6.246852,107.11
Jawa Barat,Kab. Bekasi,Puskesmas,Setiamulya,Jl. Tarumajaya Desa Setiamulya,-6.147908,106.991
Jawa Barat,Kab. Bekasi,Puskesmas,Tarumajaya,Jl.Raya Tarumajaya No 1,-6.116404,106.9946
Jawa Barat,Kab. Bekasi,Puskesmas,Mangunjaya,PAPAN MAS D/8 Jl. Garuda10/11,-6.232094,106.967269
Jawa Barat,Kab. Bekasi,Puskesmas,Mekar Sari,Perum Kompas Indah No 1A,-6.230014,106.984529
Jawa Barat,Kab. Bekasi,Puskesmas,Telaga Murni,Jl.Imam Bonjol No.11,-6.2704,107.114698
Jawa Barat,Kab. Bekasi,Puskesmas,Suka Jaya,Jl.Al Huda Kp.Ceger,-6.17163,107.183314
Jawa Barat,Kab. Bekasi,Puskesmas,Cikarang,Jl.Kh Dewantara No. 24,-6.256538,107.156447
Jawa Barat,Kab. Bekasi,Puskesmas,Karang Bahagia,Jl.Buyut Kaifah Kp.Pulo Bambu,-6.255324,107.2731
Jawa Barat,Kab. Bekasi,Puskesmas,Lemah Abang I,Jl.Raya Citarik No 1,-6.287364,107.45392
Jawa Barat,Kab. Bekasi,Puskesmas,Mekar Mukti,Jl Raya Cibarusah 85,-6.281856,107.153721
Jawa Barat,Kab. Bekasi,Puskesmas,Cipayung,Jl Raya Cipayung No 1,-6.275117,107.192936
Jawa Barat,Kab. Bekasi,Puskesmas,Karang Mulya,Jl.Karang Mulya,-6.468045,107.18
Jawa Barat,Kab. Bekasi,Puskesmas,Sukatani,Jl.Raya Suka Darma,-6.210031,107.16
Jawa Barat,Kab. Bekasi,Puskesmas,Sukaindah,Jl.Cabang Pulo Bambu,-6.117283,107.169882
Jawa Barat,Kab. Bekasi,Puskesmas,Pebayuran,Jl.Pebayuran No.02 Kp.Sayuran,-6.194912,107.288911
Jawa Barat,Kab. Bekasi,Puskesmas,Karangharja,Jl. Raya Babakan Kongsi Rt. 04,-6.104708,107.245752
Jawa Barat,Kab. Bekasi,Puskesmas,Tambelang,Jl.Raya Lingkar Kecamatan No.2,-6.185654,107.123141
Jawa Barat,Kab. Bekasi,Puskesmas,Sukadami,Jl.Raya Serang-Cibarusah,-6.361478,107.118112
Jawa Barat,Kab. Bekasi,Puskesmas,Sirnajaya,Jl.Raya Serang-Cibarusah No.33,-6.361492,107.118118
Jawa Barat,Kab. Bekasi,Puskesmas,Cibatu,H.M Ogo Kp Bangkuang,-6.357553,107.11718
Jawa Barat,Kab. Bekasi,Puskesmas,Kedungwaringin,Jl.Kedung Gede No.57,-6.268867,107.27
Jawa Barat,Kab. Bekasi,Puskesmas,Karang Sambung,Jl.Raya Rengas Bandung,-6.265561,107.224263
Jawa Barat,Kab. Bekasi,Puskesmas,Sukamahi,Jl.Raya Sukamahi Kp.Cimahi,-6.326892,107.182833
Jawa Barat,Kab. Bekasi,Klinik Pratama,Polres Kab Bekasi,Jl. Kihajar Dewantara No.1,-6.254565,107.155159
Jawa Barat,Kab. Bekasi,Klinik Pratama,Bp Nayaka 02 (Jst),Jl. Raya Industri No. 02 ,-6.294538,107.148345
Jawa Barat,Kab. Bekasi,Klinik Pratama,Bp Nayaka 03 (Jst),Jln Raya Cibarusah No. 2,-6.369595,107.114277
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Sumber Sehat,Jl. Kh. Fudholi No.50,-6.251157,107.14572
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Central Medika 2,Kh.Fudholi R.Green Cik Asri A3,-6.249389,107.147954
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Berkah,Jl. Jend. Urip Sumoharjo No.10,-6.270463,107.181215
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik MAHADINA,Jl. Raya Selang Jati,-6.249535,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Sabila Medika,"Ruko Melawai A/27,Lh-Lipo Ckrg",-6.346611,107.14
Jawa Barat,Kab. Bekasi,Klinik Pratama,Cikarang Medical Center,"Shophouse Blok A14-15,28-29 Jl",-6.293541,107.146515
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Megafarma,Jalan Tarum Barat 2 Ruko Artha,-6.312082,107.164665
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Noah Arofa,Perum Mega Regebcy Blok D-71/1,-6.388454,107.116724
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Putra Medika,Perum Villa Mut Cikar Kp.Kukun,-6.341472,107.116139
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Putra Medika 2,Ry Cibrusah Kp Kandang Rd KM28,-6.342355,107.12
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Ummi Nindira,Taman Aster Blok A1 No 15,-6.266178,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Harapan Sehat Mega Rgcy,Perum Mega Regency Blok I No 3,-6.382216,107.11873
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Harapan Sehat 2,Ruko Telaga Harapan Blok F 16,-6.258631,107.125
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Keysa Villa Mutiara,Villa Mutiara B1 No.33 Cifest,-6.340393,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik PutraMedika 3,Perum Kota Serang Baru,-6.394794,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Mekar Mulia Cikarang,Jl Kasuari Iv Sktor Mekar Alam,-6.299406,107.163537
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Sukaraya Medika,Perum Sukaraya Indah Bloke14/5,-6.21923,107.171863
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Mutiara Husada,Perum Mutiara Indah RT03/07,-6.258024,107.181635
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Gunung Garuda,Jl.Perjuangan No 8 Kp Tangsi,-6.287915,107.116777
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Nayaka Husada 06,Jln. Kp Wates Rt 002 / 002,-6.187293,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Viva Medika Cikarang,Ruko Cikarang Centra City F/23,-6.340153,107.119917
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Putri Rahayu Medika,Jl Cileumahabang Raya/Puspa Xi,-6.30217,107.165522
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Afina,Jl.Imam Bonjol Telaga Mas No10,-6.268474,107.121569
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Sejahtera Medika,Ruko Palais Blok H No 1 Deltam,-6.361601,107.17951
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Permata Bunda Cikarang,Jl. Kh Fudholi Raya No 11,-6.248161,107.151734
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Az Zahra Nurfalah,Jl. Industri Warung Kobak,-6.271257,107.149681
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik PT. Epson,Kawasan Industri EJIP Plot 4E ,-6.332202,107.119837
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Amanah Bunda Medika,Kp Pulo Semut Rt 001/006 No 37,-6.148044,107.2
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Sri Hasanah Medika,Kp Cirendeu,-6.391204,107.21929
Jawa Barat,Kab. Bekasi,Klinik Pratama,Siloam Clinic Robson,Jl Mh Thamrin Ruko Robson Blok,-6.332975,107.15
Jawa Barat,Kab. Bekasi,Klinik Pratama,Siloam Clinic Jababeka,Jl. Sentra Niaga Ruko Metro,-6.300494,107.14914
Jawa Barat,Kab. Bekasi,Klinik Pratama,President Clinic,Jl Kihajar Dewantara No 81-83,-6.283043,107.168857
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Dwi Ananda,Jl. Raya Karang Bahagia No.152,-6.238167,107.163117
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Sabrina,Jl. Raya Pule Des. Karangsetia,-6.213014,107.187723
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Khanza Medika,Perum Kota Serang Baru B72,-6.394137,107.11119
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik CIKARANG MEDIKA JAYA,Yos Sudarso Km 27,-6.256238,107.145669
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik SUMBER WARAS,Raya Cibarusah Kp Cijambe Suka,-6.375036,107.113432
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik HADI MEDIKA CENTER,Jl. Kh. Junaidi No. 6,-6.172158,106.998639
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik SAPTA MITRA CIKARANG,Ruko Cikarang Central City H29,-6.34068,107.1195
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik BUDILUHUR,Jl.Raya Imam Bonjol No.74,-6.273604,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik AMIRA (JST),Jl.Raya By Pass Lemah Abang No,-6.270712,107.18651
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik ANNISA IV (JST),Jl.Raya Serang-Cibarusah No.63,-6.379041,107.111687
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik AS-SHOFWAN (JST),Jl. Kedungwaringin No.27,-6.270773,107.268954
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik GRAHA BINA HUSADA (JST),Jl.Industri Sltn 1A Blk.Nn 3A ,-6.30047,107.161489
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik SRITINA (JST),Jl. Imam Bonjol No.8,-6.273431,107.1
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Annisa II (JST),Jl.Raya Cibarusah Komplek Ruko,-6.361854,107.117465
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik BERKAT MELIMPAH (JST),Kawasan Industri Jababeka I Bl,-6.268004,107.141179
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik CLEO MEDIKA (JST),Jalan Pasir Gombong No 19 A,-6.278473,107.167615
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik HANDAYANI (JST),Jl.Raya Kalimalang No. 164,-6.247534,106.92
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik JB MEDICAL CENTER (JST),Shophouse Permata Junction A15,-6.295661,107.146883
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik KASIH ANUGERAH (JST),Jl. Raya Serang-Cibarusah,-6.361489,107.11812
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik MEDIKA HARMONY (JST),Jl. Fatahilllah No.3,-6.267011,107.13
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik NESKA (JST),Jl.Ry Lemah Abang No.199,-6.289002,107.153
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Keysa,Ruko Menteng Blok B17,-6.331995,107.144721
Jawa Barat,Kab. Bekasi,Klinik Pratama,Klinik Pratama Kimia Farma,Kasuari Raya Ruko Roxy Blok C ,-6.299858,107.16
Jawa Barat,Kota Bogor,Rumah Sakit,RS Medika Dramaga,"Jl Raya Dramaga Km 7,3",-6.571509,106.739556
Jawa Barat,Kota Bogor,Rumah Sakit,RS Melania,Jl Pahlawan No 91,-6.611234,106.8
Jawa Barat,Kota Bogor,Rumah Sakit,RS Juliana,Jl. Raya Tajur No 75 A,-6.638508,106.835691
Jawa Barat,Kota Bogor,Rumah Sakit,Rsb Pasutri Bogor,Jl. Merak No 3 Bogor,-6.570895,106.798812
Jawa Barat,Kota Bogor,Rumah Sakit,RS Azra,Jl. Raya Pajajaran No.219,-6.57906,106.8
Jawa Barat,Kota Bogor,Rumah Sakit,RSUD Kota Bogor,Jl Doktor  Sumeru No 120 Bogor,-6.579962,106.779
Jawa Barat,Kota Bogor,Rumah Sakit,RSU Hermina Bogor,"Jl.Ring Road I Kav 23,25,27",-6.557449,106.774
Jawa Barat,Kota Bogor,Rumah Sakit,Bogor Medical Center,Jl. Pajajaran Indah V No 97,-6.607951,106.811
Jawa Barat,Kota Bogor,Rumah Sakit,RS Mulia Pajajaran,Jl. Raya Pajajaran No.98,-6.575533,106.8
Jawa Barat,Kota Bogor,Rumah Sakit,RS Vania,Jl. Siliwangi No 11,-6.613075,106.8
Jawa Barat,Kota Bogor,Rumah Sakit,RS Ummi,Jl.Empang Ii No.2,6.608768,106.794996
Jawa Barat,Kota Bogor,Rumah Sakit,Rskia Sawojajar,Jl.Sawojajar No.9,-6.58834,106.793514
Jawa Barat,Kota Bogor,Rumah Sakit,RS Pmi,Jl. Raya Pajajaran  No. 80 Bog,-6.597843,106.8
Jawa Barat,Kota Bogor,Rumah Sakit,RS Salak,Jl. Jendral Sudirman  No 8 Bog,-6.591432,106.7972
Jawa Barat,Kota Bogor,Rumah Sakit,Rsj Dr. H. Marzoeki Mahdi,Jl.Dr.Sumeru  No. 114 Bogor,-6.583617,106.781465
Jawa Barat,Kota Bogor,Puskesmas,Bogor Selatan,Jl. Batutulis No. 83,-6.621551,106.8
Jawa Barat,Kota Bogor,Puskesmas,Cipaku,Jl. Raya Cipaku No.1,-6.630573,106.81
Jawa Barat,Kota Bogor,Puskesmas,Bondongan,Jl. Pahlawan No. 106/68A,-6.612123,106.8
Jawa Barat,Kota Bogor,Puskesmas,Lawang Gintung,Jl.Skip No.13,-6.625592,106.812948
Jawa Barat,Kota Bogor,Puskesmas,Bogor Timur,Jl.Pakuan No.6 Baranang Siang,-6.607101,106.811243
Jawa Barat,Kota Bogor,Puskesmas,Pulo Armin,"Jl. Raya Tajur No 40, Tajur",-6.624828,106.82
Jawa Barat,Kota Bogor,Puskesmas,Bogor Tengah,Jl. Telepon No 1 Pabaton,-6.59292,106.794547
Jawa Barat,Kota Bogor,Puskesmas,Sempur,Jl.Sempur Kaler 100 Sempur,-6.58402,106.798363
Jawa Barat,Kota Bogor,Puskesmas,Gang Aut,Jl. Gang Aut No 18,-6.610408,106.8
Jawa Barat,Kota Bogor,Puskesmas,Belong,"Jl.Roda No. 25, Babakan Pasar",-6.604857,106.8
Jawa Barat,Kota Bogor,Puskesmas,Merdeka,"Jl.Merdeka No.144, Ciwaringin",-6.588263,106.787924
Jawa Barat,Kota Bogor,Puskesmas,Semplak,Jl.Kh.Abdullah Bin Nur -Yasmin,-6.561383,106.765462
Jawa Barat,Kota Bogor,Puskesmas,Pancasan,Jl.Ariasurialaga No.12   Bogor,-6.606649,106.789968
Jawa Barat,Kota Bogor,Puskesmas,Pasirmulya,Jl. Pasir Mulya Iii No.30,-6.597189,106.778
Jawa Barat,Kota Bogor,Puskesmas,Gang Kelor,Jl. Dr. Semeru Gang Kelor No.6,-6.578928,106.77256
Jawa Barat,Kota Bogor,Puskesmas,Bogor Utara,Jalan Raden Kan'An No.81,-6.583128,106.819627
Jawa Barat,Kota Bogor,Puskesmas,Tanah Sareal,Jl. Kesehatan No.3 Bogor,-6.575744,106.798551
Jawa Barat,Kota Bogor,Puskesmas,Kayu Manis,"Jl.Pool Binamarga No.3,K.Manis",-6.529848,106.7697
Jawa Barat,Kota Bogor,Dokter Praktik Perorangan,Klinik Bogor Kidney Center,Jl Pajajaran Raya No 41,-6.586428,106.8
Jawa Barat,Kota Bogor,Dokter Praktik Perorangan,Klinik Mata Dr.Ainun Habibie,Jl.Dr.Semeru No.120,-6.580607,106.778822
Jawa Barat,Kota Bogor,Dokter Gigi,drg.EVY DIANA SILITONGA,Jl. Veteran N0 52 Bogor,-6.556,106.81
Jawa Barat,Kota Bogor,Dokter Gigi,drg. MELLYAWATI,Jl Ceremai Ujung Ruko No 3 ,-6.569919,106.8
Jawa Barat,Kota Bogor,Dokter Gigi,Drg. Emma Fryda D Pakpahan,Villa Bogor Indah Blok A 1/7,-6.542304,106.815
Jawa Barat,Kota Bogor,Klinik Utama,dr. Oki Kurniawan,Jl. Ciburial Indah No. 3 Baran,-6.61,106.811
Jawa Barat,Kota Bogor,Klinik Utama,dr. Ira Djuwita Kusuma,Jl. Taman Sari Persada G2/Iii,-6.536,106.776
Jawa Barat,Kota Bogor,Klinik Utama,dr. SRI DANUWATI,Jl. Padjadjaran No 10 Ruko No5,-6.577,106.8
Jawa Barat,Kota Bogor,Klinik Utama,dr. SITI ROBIAH,Jl. Dr Semeru No 84,-6.582,106.779
Jawa Barat,Kota Bogor,Klinik Utama,dr. IRIANTO HONEST,Surya Kencana No. 89,-6.608835,106.8
Jawa Barat,Kota Bogor,Klinik Utama,dr. Fauziah Rihani,Villa Bogor Indah Blok A 1/7,-6.542304,106.815
Jawa Barat,Kota Bogor,Klinik Utama,dr. Yulia Yasmi,"Cifor No. 9, Belakang Terminal",-6.568289,106.754
Jawa Barat,Kota Bogor,Klinik Utama,dr. YURAWISMAN,Tirtamas Residence Blok D/11,-6.561639,106.78
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Sat Ii Pelopor,Jl. Raya K.S Tubun Km. 52,-6.552941,106.82
Jawa Barat,Kota Bogor,Klinik Pratama,Rsbhy. Bogor,Jl.  Kapten Muslihat No. 18,-6.596365,106.791311
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Dr Wa Ode,Jl Raya Wangun No 280A Ciawi,-6.650297,106.844819
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Kimia Farma Juanda,Jl. Ir H. Juanda No. 30,-6.600431,106.794428
Jawa Barat,Kota Bogor,Klinik Pratama,Telkomedika Health Center 19,Jalan Pengadilan No. 14,-6.59228,106.79487
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Pratama Pakuan,Anggrek I No. 24,-6.626666,106.817398
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Pertamedika Bogor,Jl. Achmad Adnawijaya No. 14,-6.569852,106.81321
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Kimia Farma Kebon Pedes,Jl. Kebon Pedes No. 45,-6.566514,106.8
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Muhammadiyah Kota Bogor,Jalan Raya Bubulak,-6.571486,106.752
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Afiah,Jl. Ciwaringin No. 37,-6.587603,106.789371
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Nala,Jl. Medika 1 No.2 Menteng Asri,-6.55555,106.749958
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Mekarwangi,Jl. Pabuaran No. 19 Rt 02/ Rw,-6.636,106.797
Jawa Barat,Kota Bogor,Klinik Pratama,Klinik Cibuluh,Jl. Kedung Halang No.148,-6.55594,106.816458
